"Codigo_Cliente","Fecha","Monto_Moneda_Local","Monto_Moneda_Extranjera","Mes","Year","Codigo_de_Producto","Cuotas_Pagadas","Cuotas_Devengadas","Cuontas_Restantes","Aclaracion"
"28335","9/30/2018",37.1,5.33045977,9,2018,150003,71,28,261,PLAN DE REGULARIZACION C
"17025","9/20/2021",37.1,5.33045977,9,2021,150003,89,100,171,
"44095","9/23/2021",37.1,5.33045977,9,2021,150003,5,17,338,PLAN DE REGULARIZACION A
"25757","9/2/2021",37.1,5.33045977,9,2021,150003,97,23,240,
"26148","9/29/2021",37.1,5.33045977,9,2021,150003,1,109,250,
"100214","5/25/2021",37.1,5.33045977,5,2021,150003,18,8,334,PLAN DE REGULARIZACION B
"98767","9/9/2021",37.1,5.33045977,9,2021,150003,0,192,168,
"32272","9/29/2021",37.1,5.33045977,9,2021,150003,2,73,285,
"13125","9/27/2021",37.1,5.33045977,9,2021,150003,146,141,73,
"3300","9/19/2010",37.1,5.33045977,9,2010,150003,141,219,0,
"10559","9/27/2021",37.1,5.33045977,9,2021,150003,0,248,112,
"18123","9/29/2021",37.1,5.33045977,9,2021,150003,1,180,179,
"11371","9/17/2021",37.1,5.33045977,9,2021,150003,189,54,117,PLAN DE REGULARIZACION B
"14013","9/8/2021",37.1,5.33045977,9,2021,150003,77,142,141,PLAN DE REGULARIZACION B
"5200","9/20/2017",37.1,5.33045977,9,2017,150003,234,135,-9,
"35784","9/20/2021",37.1,5.33045977,9,2021,150003,32,35,293,
"22743","9/27/2021",37.1,5.33045977,9,2021,150003,24,113,223,
"39289","9/8/2021",37.1,5.33045977,9,2021,150003,18,23,319,PLAN DE REGULARIZACION A
"3959","9/20/2015",37.1,5.33045977,9,2015,150003,286,74,0,
"7087","9/15/2021",37.1,5.33045977,9,2021,150003,170,137,53,
"32023","9/20/2021",37.1,5.33045977,9,2021,150003,46,35,279,
"8270","11/26/2021",37.1,5.33045977,11,2021,150003,272,1,87,
"34244","9/20/2021",37.1,5.33045977,9,2021,150003,3,64,293,
"48300","11/18/2021",37.1,5.33045977,11,2021,150003,2,2,356,
"47131","9/22/2021",37.1,5.33045977,9,2021,150003,11,6,343,
"10346","9/26/2021",37.1,5.33045977,9,2021,150003,42,215,103,
"16342","9/10/2021",37.1,5.33045977,9,2021,150003,77,209,74,
"41680","9/25/2021",37.1,5.33045977,9,2021,150003,12,30,318,
"36014","9/10/2021",37.1,5.33045977,9,2021,150003,48,11,301,
"22169","6/22/2009",37.1,5.33045977,6,2009,150003,150,1,209,
"17245","9/25/2020",37.1,5.33045977,9,2020,150003,178,80,102,PLAN DE REGULARIZACION B
"7283","9/23/2021",37.1,5.33045977,9,2021,150003,36,275,49,
"11754","9/29/2021",37.1,5.33045977,9,2021,150003,58,174,128,
"13495","9/27/2021",37.1,5.33045977,9,2021,150003,198,56,106,
"38717","9/10/2021",37.1,5.33045977,9,2021,150003,9,43,308,
"28318","9/29/2021",37.1,5.33045977,9,2021,150003,17,93,250,
"19351","9/6/2021",37.1,5.33045977,9,2021,150003,25,167,168,
"8104","9/19/2018",37.1,5.33045977,9,2018,150003,309,57,-6,
"19344","9/24/2021",37.1,5.33045977,9,2021,150003,232,29,99,
"12511","9/13/2021",37.1,5.33045977,9,2021,150003,207,21,132,
"30186","9/18/2021",37.1,5.33045977,9,2021,150003,22,72,266,
"9354","9/30/2021",37.1,5.33045977,9,2021,150003,137,119,104,PLAN DE REGULARIZACION B
"13036","9/30/2021",37.1,5.33045977,9,2021,150003,45,240,75,
"133","9/18/1986",37.1,5.33045977,9,1986,150003,0,360,0,
"34614","9/5/2021",37.1,5.33045977,9,2021,150003,21,47,292,
"2435","9/19/2009",37.1,5.33045977,9,2009,150003,142,218,0,
"20141","9/2/2021",37.1,5.33045977,9,2021,150003,147,11,202,
"15227","9/11/2021",37.1,5.33045977,9,2021,150003,8,197,155,
"18909","9/14/2021",37.1,5.33045977,9,2021,150003,2,170,188,
"22380","9/11/2021",37.1,5.33045977,9,2021,150003,7,137,216,
"5112","9/12/2018",37.1,5.33045977,9,2018,150003,84,279,-3,
"11786","9/29/2021",37.1,5.33045977,9,2021,150003,103,129,128,PLAN DE REGULARIZACION B
"47145","9/5/2021",37.1,5.33045977,9,2021,150003,2,5,353,PLAN DE REGULARIZACION A
"98798","9/26/2021",37.1,5.33045977,9,2021,150003,55,132,173,
"19012","9/11/2021",37.1,5.33045977,9,2021,150003,30,143,187,
"6897","9/29/2021",37.1,5.33045977,9,2021,150003,99,228,33,
"37913","9/9/2021",37.1,5.33045977,9,2021,150003,1,180,179,PLAN DE REGULARIZACION A
"18152","9/20/2021",37.1,5.33045977,9,2021,150003,67,113,180,
"5748","9/15/2021",37.1,5.33045977,9,2021,150003,38,309,13,
"26608","9/20/2021",37.1,5.33045977,9,2021,150003,89,23,248,
"24882","9/27/2021",37.1,5.33045977,9,2021,150003,5,118,237,
"47977","9/14/2021",37.1,5.33045977,9,2021,150003,3,3,354,
"23204","9/15/2021",37.1,5.33045977,9,2021,150003,16,117,227,
"38713","9/12/2021",37.1,5.33045977,9,2021,150003,65,23,272,
"24630","9/28/2021",37.1,5.33045977,9,2021,150003,102,35,223,
"48102","11/21/2021",37.1,5.33045977,11,2021,150003,9,2,349,
"38174","9/18/2021",37.1,5.33045977,9,2021,150003,37,15,308,
"20134","9/27/2021",37.1,5.33045977,9,2021,150003,67,99,194,
"43908","9/30/2021",37.1,5.33045977,9,2021,150003,5,22,333,
"100162","9/30/2021",37.1,5.33045977,9,2021,150003,1,7,352,PLAN DE REGULARIZACION A
"25963","9/9/2021",37.1,5.33045977,9,2021,150003,26,95,239,
"1559","9/19/2004",37.1,5.33045977,9,2004,150003,0,360,0,
"44107","9/28/2021",37.1,5.33045977,9,2021,150003,1,21,338,PLAN DE REGULARIZACION A
T2997,"9/10/2021",37.1,5.33045977,9,2021,150003,0,21,339,
"17400","9/16/2021",37.1,5.33045977,9,2021,150003,160,35,165,
"4205","9/6/2016",37.1,5.33045977,9,2016,150003,228,132,0,
"18525","9/17/2021",37.1,5.33045977,9,2021,150003,117,59,184,PLAN DE REGULARIZACION 
"41848","9/27/2021",37.1,5.33045977,9,2021,150003,4,30,326,
"15577","9/8/2021",37.1,5.33045977,9,2021,150003,141,59,160,
"46337","9/27/2021",37.1,5.33045977,9,2021,150003,14,8,338,
"20726","9/4/2021",37.1,5.33045977,9,2021,150003,58,95,207,
"1918","9/23/2007",37.1,5.33045977,9,2007,150003,228,132,0,
"98768","9/11/2021",37.1,5.33045977,9,2021,150003,0,205,154,
"20406","9/8/2021",37.1,5.33045977,9,2021,150003,0,158,202,
"13908","9/25/2021",37.1,5.33045977,9,2021,150003,75,138,147,
"9576","9/26/2021",37.1,5.33045977,9,2021,150003,25,232,103,
"7376","9/19/2021",37.1,5.33045977,9,2021,150003,16,281,63,
"19301","11/5/2021",37.1,5.33045977,11,2021,150003,168,2,190,
"10843","9/29/2021",37.1,5.33045977,9,2021,150003,57,192,111,
"39287","9/18/2021",37.1,5.33045977,9,2021,150003,19,87,254,PLAN DE REGULARIZACION A
"34918","9/23/2021",37.1,5.33045977,9,2021,150003,16,48,296,
"21630","9/21/2021",37.1,5.33045977,9,2021,150003,84,62,214,
"47975","9/22/2021",37.1,5.33045977,9,2021,150003,11,3,346,
"6259","9/12/2017",37.1,5.33045977,9,2017,150003,84,286,-10,
"6852","9/25/2021",37.1,5.33045977,9,2021,150003,156,167,37,
"30331","9/20/2021",37.1,5.33045977,9,2021,150003,19,71,270,
"46022","9/19/2021",37.1,5.33045977,9,2021,150003,15,10,335,
"4467","9/21/2016",37.1,5.33045977,9,2016,150003,264,96,0,
"23486","9/30/2021",37.1,5.33045977,9,2021,150003,71,61,228,
"9347","9/6/2021",37.1,5.33045977,9,2021,150003,238,22,100,
"26604","9/17/2021",37.1,5.33045977,9,2021,150003,88,44,228,PLAN DE REGULARIZACION B
"16921","9/2/2021",37.1,5.33045977,9,2021,150003,81,119,160,
"17987","9/7/2021",37.1,5.33045977,9,2021,150003,12,209,139,
"23863","9/15/2021",37.1,5.33045977,9,2021,150003,4,126,230,
"32650","9/26/2021",37.1,5.33045977,9,2021,150003,59,35,266,
"5564","9/27/2021",37.1,5.33045977,9,2021,150003,144,215,1,
"35742","9/6/2021",37.1,5.33045977,9,2021,150003,15,43,302,PLAN DE REGULARIZACION B
"8442","9/26/2021",37.1,5.33045977,9,2021,150003,168,100,92,
"26919","9/27/2021",37.1,5.33045977,9,2021,150003,14,104,242,
"42784","9/21/2021",37.1,5.33045977,9,2021,150003,2,26,332,
"38675","9/8/2021",37.1,5.33045977,9,2021,150003,30,16,314,
"48368","11/27/2021",37.1,5.33045977,11,2021,150003,1,2,357,PLAN DE REGULARIZACION A
"22062","9/16/2021",37.1,5.33045977,9,2021,150003,3,141,216,
"15661","9/17/2021",37.1,5.33045977,9,2021,150003,129,70,161,PLAN DE REGULARIZACION 
"14360","9/21/2021",37.1,5.33045977,9,2021,150003,206,3,151,
"11974","9/3/2021",37.1,5.33045977,9,2021,150003,13,227,120,
"26311","9/19/2021",37.1,5.33045977,9,2021,150003,9,108,243,
"21228","9/19/2021",37.1,5.33045977,9,2021,150003,7,180,173,
"16643","9/10/2021",37.1,5.33045977,9,2021,150003,33,248,79,
"6784","9/17/2021",37.1,5.33045977,9,2021,150003,48,312,0,
"4268","9/27/2014",37.1,5.33045977,9,2014,150003,242,118,0,PLAN DE REGULARIZACION B
"19471","9/13/2021",37.1,5.33045977,9,2021,150003,90,87,183,
"7885","9/18/2021",37.1,5.33045977,9,2021,150003,271,17,72,
"7831","9/6/2021",37.1,5.33045977,9,2021,150003,63,225,72,
"13846","9/10/2021",37.1,5.33045977,9,2021,150003,79,161,120,
"26745","9/13/2021",37.1,5.33045977,9,2021,150003,28,104,228,
"37290","9/28/2021",37.1,5.33045977,9,2021,150003,5,47,308,
"21326","9/30/2021",37.1,5.33045977,9,2021,150003,141,8,211,
"43079","9/26/2021",37.1,5.33045977,9,2021,150003,4,24,332,
"23996","9/20/2021",37.1,5.33045977,9,2021,150003,66,105,189,
"34248","9/30/2021",37.1,5.33045977,9,2021,150003,9,64,287,
"47158","9/15/2021",37.1,5.33045977,9,2021,150003,1,6,353,PLAN DE REGULARIZACION A
"14314","9/13/2021",37.1,5.33045977,9,2021,150003,0,209,151,
"24770","9/8/2021",37.1,5.33045977,9,2021,150003,123,117,120,
"47491","9/4/2021",37.1,5.33045977,9,2021,150003,1,5,354,PLAN DE REGULARIZACION A
"32048","9/20/2021",37.1,5.33045977,9,2021,150003,1,75,284,
"11060","9/27/2021",37.1,5.33045977,9,2021,150003,8,240,112,
"45218","9/3/2021",37.1,5.33045977,9,2021,150003,8,13,339,
"38300","9/5/2021",37.1,5.33045977,9,2021,150003,10,136,214,PLAN DE REGULARIZACION B
"33799","9/20/2021",37.1,5.33045977,9,2021,150003,70,11,279,
"11697","9/28/2021",37.1,5.33045977,9,2021,150003,37,235,88,
"8037","9/30/2021",37.1,5.33045977,9,2021,150003,232,99,29,
"98405","9/17/2021",37.1,5.33045977,9,2021,150003,84,180,96,
"12620","9/12/2021",37.1,5.33045977,9,2021,150003,15,221,124,
"2515","9/29/2009",37.1,5.33045977,9,2009,150003,0,360,0,
"98958","9/2/2021",37.1,5.33045977,9,2021,150003,159,41,160,
"9231","9/6/2021",37.1,5.33045977,9,2021,150003,24,333,3,
"7564","9/6/2020",37.1,5.33045977,9,2020,150003,76,285,-1,
"37658","9/4/2021",37.1,5.33045977,9,2021,150003,35,98,227,PLAN DE REGULARIZACION B
"31873","9/1/2021",37.1,5.33045977,9,2021,150003,25,75,260,
"6383","9/20/2021",37.1,5.33045977,9,2021,150003,331,4,25,
"18096","9/8/2021",37.1,5.33045977,9,2021,150003,135,49,176,
"34464","9/26/2021",37.1,5.33045977,9,2021,150003,39,31,290,
"40740","9/12/2021",37.1,5.33045977,9,2021,150003,12,23,325,
"47138","9/10/2021",37.1,5.33045977,9,2021,150003,3,6,351,
"35288","9/30/2021",37.1,5.33045977,9,2021,150003,50,39,271,
"36170","9/5/2021",37.1,5.33045977,9,2021,150003,22,46,292,PLAN DE REGULARIZACION A
"25087","9/12/2021",37.1,5.33045977,9,2021,150003,62,58,240,
"44722","9/20/2021",37.1,5.33045977,9,2021,150003,18,15,327,
"35477","9/22/2021",37.1,5.33045977,9,2021,150003,40,35,285,
"39288","9/2/2021",37.1,5.33045977,9,2021,150003,6,69,285,PLAN DE REGULARIZACION B
"40643","9/4/2021",37.1,5.33045977,9,2021,150003,41,28,291,
"11740","9/10/2021",37.1,5.33045977,9,2021,150003,0,233,127,
"44838","9/6/2021",37.1,5.33045977,9,2021,150003,7,15,338,
"34241","9/21/2021",37.1,5.33045977,9,2021,150003,19,52,289,
"28084","9/13/2021",37.1,5.33045977,9,2021,150003,92,40,228,
"21772","9/13/2021",37.1,5.33045977,9,2021,150003,101,54,205,PLAN DE REGULARIZACION A
"34143","9/22/2021",37.1,5.33045977,9,2021,150003,5,65,290,
"25084","9/3/2021",37.1,5.33045977,9,2021,150003,2,116,242,
"21031","9/18/2021",37.1,5.33045977,9,2021,150003,0,151,209,
"10603","9/30/2020",37.1,5.33045977,9,2020,150003,133,148,79,PLAN DE REGULARIZACION B
"7850","9/11/2021",37.1,5.33045977,9,2021,150003,84,239,37,
"6281","9/2/2021",37.1,5.33045977,9,2021,150003,36,310,14,
"1659","9/9/2002",37.1,5.33045977,9,2002,150003,12,360,-12,
"22622","9/16/2021",37.1,5.33045977,9,2021,150003,122,137,101,
"99077","9/25/2021",37.1,5.33045977,9,2021,150003,0,128,232,
"11706","9/1/2021",37.1,5.33045977,9,2021,150003,66,179,115,
"27979","9/29/2021",37.1,5.33045977,9,2021,150003,16,84,260,
"19287","9/5/2021",37.1,5.33045977,9,2021,150003,156,14,190,
"7043","9/19/2018",37.1,5.33045977,9,2018,150003,96,269,-5,
"18029","9/3/2021",37.1,5.33045977,9,2021,150003,0,181,179,
"33258","9/3/2021",37.1,5.33045977,9,2021,150003,60,15,285,
"6361","9/22/2010",37.1,5.33045977,9,2010,150003,48,312,0,
"1941","9/6/2006",37.1,5.33045977,9,2006,150003,0,360,0,
"26742","9/4/2021",37.1,5.33045977,9,2021,150003,22,103,235,
"19095","9/24/2021",37.1,5.33045977,9,2021,150003,129,77,154,
"14709","9/13/2021",37.1,5.33045977,9,2021,150003,9,207,144,
"8322","9/2/2021",37.1,5.33045977,9,2021,150003,12,275,73,
"6854","9/28/2021",37.1,5.33045977,9,2021,150003,215,98,47,
"4614","9/11/2017",37.1,5.33045977,9,2017,150003,340,23,-3,
"26167","9/13/2021",37.1,5.33045977,9,2021,150003,4,108,248,
"17493","9/5/2021",37.1,5.33045977,9,2021,150003,0,185,175,
T1479,"9/16/2021",37.1,5.33045977,9,2021,150003,0,159,201,
"37082","9/15/2021",37.1,5.33045977,9,2021,150003,63,23,274,
"8511","9/10/2021",37.1,5.33045977,9,2021,150003,201,66,93,
"17069","9/4/2019",37.1,5.33045977,9,2019,150003,168,21,171,PLAN DE REGULARIZACION B
"28321","9/10/2021",37.1,5.33045977,9,2021,150003,3,93,264,
"9588","9/8/2021",37.1,5.33045977,9,2021,150003,59,197,104,
"7925","9/6/2021",37.1,5.33045977,9,2021,150003,102,179,79,PLAN DE REGULARIZACION B
"20408","9/29/2021",37.1,5.33045977,9,2021,150003,9,150,201,
"28830","9/7/2021",37.1,5.33045977,9,2021,150003,19,90,251,
"2013","9/18/2006",37.1,5.33045977,9,2006,150003,2,360,-2,
"19522","9/19/2021",37.1,5.33045977,9,2021,150003,8,168,184,
"24491","9/11/2021",37.1,5.33045977,9,2021,150003,121,23,216,
"13121","9/30/2021",37.1,5.33045977,9,2021,150003,3,242,115,
"45042","9/4/2021",37.1,5.33045977,9,2021,150003,24,14,322,
"23920","9/12/2021",37.1,5.33045977,9,2021,150003,0,225,135,
"22620","9/7/2021",37.1,5.33045977,9,2021,150003,40,131,189,
"21835","9/28/2021",37.1,5.33045977,9,2021,150003,38,108,214,
"25174","9/8/2021",37.1,5.33045977,9,2021,150003,3,115,242,
"24425","9/25/2021",37.1,5.33045977,9,2021,150003,16,108,236,
"41909","9/25/2021",37.1,5.33045977,9,2021,150003,1,30,329,PLAN DE REGULARIZACION A
"24492","9/25/2021",37.1,5.33045977,9,2021,150003,10,132,218,
"19339","9/5/2021",37.1,5.33045977,9,2021,150003,0,185,175,
"8251","9/18/2021",37.1,5.33045977,9,2021,150003,155,137,68,
"34420","9/4/2021",37.1,5.33045977,9,2021,150003,37,35,288,
"8993","9/7/2021",37.1,5.33045977,9,2021,150003,228,47,85,
"17816","9/26/2021",37.1,5.33045977,9,2021,150003,0,187,173,
"27523","9/18/2021",37.1,5.33045977,9,2021,150003,11,90,259,
"41792","9/27/2021",37.1,5.33045977,9,2021,150003,7,24,329,PLAN DE REGULARIZACION A
"37878","9/16/2021",37.1,5.33045977,9,2021,150003,1,155,204,PLAN DE REGULARIZACION A
"42893","9/18/2021",37.1,5.33045977,9,2021,150003,10,25,325,
"18151","9/22/2021",37.1,5.33045977,9,2021,150003,155,28,177,
"26381","9/20/2021",37.1,5.33045977,9,2021,150003,13,95,252,PLAN DE REGULARIZACION B
"35750","9/14/2021",37.1,5.33045977,9,2021,150003,23,77,260,
"11650","9/30/2021",37.1,5.33045977,9,2021,150003,41,228,91,
"24822","9/24/2021",37.1,5.33045977,9,2021,150003,12,119,229,
"4449","9/3/2017",37.1,5.33045977,9,2017,150003,0,360,0,
"40421","9/4/2021",37.1,5.33045977,9,2021,150003,1,120,239,PLAN DE REGULARIZACION A
"46027","9/24/2021",37.1,5.33045977,9,2021,150003,3,10,347,
"27859","9/14/2021",37.1,5.33045977,9,2021,150003,25,95,240,
"34286","9/12/2021",37.1,5.33045977,9,2021,150003,25,63,272,
"39075","9/14/2021",37.1,5.33045977,9,2021,150003,13,107,240,PLAN DE REGULARIZACION A
"6277","9/21/2021",37.1,5.33045977,9,2021,150003,82,277,1,
"37222","9/4/2021",37.1,5.33045977,9,2021,150003,7,49,304,
"21710","9/18/2021",37.1,5.33045977,9,2021,150003,45,106,209,
"47523","9/27/2021",37.1,5.33045977,9,2021,150003,4,4,352,
"17885","9/16/2021",37.1,5.33045977,9,2021,150003,47,135,178,
"31189","9/26/2021",37.1,5.33045977,9,2021,150003,62,32,266,
"98499","9/14/2021",37.1,5.33045977,9,2021,150003,2,207,151,
"30110","9/11/2021",37.1,5.33045977,9,2021,150003,12,84,264,
"22234","9/22/2021",37.1,5.33045977,9,2021,150003,28,122,210,
"18349","9/18/2021",37.1,5.33045977,9,2021,150003,51,174,135,
"10381","9/30/2021",37.1,5.33045977,9,2021,150003,163,86,111,PLAN DE REGULARIZACION B
"569","9/26/1989",37.1,5.33045977,9,1989,150003,132,270,-42,
"45882","9/11/2021",37.1,5.33045977,9,2021,150003,106,19,235,PLAN DE REGULARIZACION P
"43108","9/11/2021",37.1,5.33045977,9,2021,150003,9,24,327,
"12495","9/9/2021",37.1,5.33045977,9,2021,150003,21,227,112,
"42865","9/22/2021",37.1,5.33045977,9,2021,150003,18,14,328,
"16343","9/16/2021",37.1,5.33045977,9,2021,150003,151,79,130,PLAN DE REGULARIZACION 
"27123","9/8/2021",37.1,5.33045977,9,2021,150003,4,101,255,
"13352","9/7/2021",37.1,5.33045977,9,2021,150003,0,217,143,
"98779","9/22/2021",37.1,5.33045977,9,2021,150003,183,138,39,
IEX-95361,"9/17/2010",37.1,5.33045977,9,2010,150003,0,360,0,
"47856","9/14/2021",37.1,5.33045977,9,2021,150003,3,3,354,
"37314","9/9/2021",37.1,5.33045977,9,2021,150003,23,49,288,PLAN DE REGULARIZACION A
"34051","9/20/2021",37.1,5.33045977,9,2021,150003,73,66,221,
"5080","9/25/2020",37.1,5.33045977,9,2020,150003,337,23,0,
"47857","9/25/2021",37.1,5.33045977,9,2021,150003,4,3,353,
"26741","9/10/2021",37.1,5.33045977,9,2021,150003,37,71,252,
"36339","9/14/2021",37.1,5.33045977,9,2021,150003,6,52,302,
"22175","9/25/2021",37.1,5.33045977,9,2021,150003,10,132,218,
"28953","9/19/2021",37.1,5.33045977,9,2021,150003,73,20,267,
"42863","9/11/2021",37.1,5.33045977,9,2021,150003,31,11,318,
"46348","9/6/2021",37.1,5.33045977,9,2021,150003,164,64,132,PLAN DE REGULARIZACION P
"7158","9/20/2021",37.1,5.33045977,9,2021,150003,24,299,37,
"7803","9/27/2016",37.1,5.33045977,9,2016,150003,242,118,0,
"46344","9/5/2021",37.1,5.33045977,9,2021,150003,8,8,344,
"21029","9/16/2021",37.1,5.33045977,9,2021,150003,46,107,207,
"10323","9/20/2021",37.1,5.33045977,9,2021,150003,37,36,287,PLAN DE REGULARIZACION A
"45212","9/12/2021",37.1,5.33045977,9,2021,150003,3,33,324,PLAN DE REGULARIZACION B
"23624","9/9/2021",37.1,5.33045977,9,2021,150003,126,7,227,
"96810","9/30/2021",37.1,5.33045977,9,2021,150003,19,10,331,
"20720","9/15/2021",37.1,5.33045977,9,2021,150003,90,68,202,
"37828","9/22/2021",37.1,5.33045977,9,2021,150003,6,46,308,
"39594","9/6/2021",37.1,5.33045977,9,2021,150003,7,51,302,PLAN DE REGULARIZACION A
"7664","9/1/2021",37.1,5.33045977,9,2021,150003,253,82,25,PLAN DE REGULARIZACION B
"7642","9/13/2021",37.1,5.33045977,9,2021,150003,50,249,61,
"13967","9/8/2021",37.1,5.33045977,9,2021,150003,1,215,144,
"6933","9/26/2021",37.1,5.33045977,9,2021,150003,82,228,50,
"17900","9/19/2021",37.1,5.33045977,9,2021,150003,126,71,163,
"5402","4/12/2019",37.1,5.33045977,4,2019,150003,356,4,0,
"8364","9/10/2021",37.1,5.33045977,9,2021,150003,12,275,73,
"12235","9/8/2021",37.1,5.33045977,9,2021,150003,18,215,127,
"32027","9/17/2021",37.1,5.33045977,9,2021,150003,14,75,271,
"44913","9/4/2021",37.1,5.33045977,9,2021,150003,20,14,326,
"8768","9/8/2021",37.1,5.33045977,9,2021,150003,84,191,85,
"18518","9/2/2021",37.1,5.33045977,9,2021,150003,137,55,168,PLAN DE REGULARIZACION P
"27645","9/2/2021",37.1,5.33045977,9,2021,150003,42,140,178,
"9830","9/12/2021",37.1,5.33045977,9,2021,150003,51,203,106,
"96716","9/6/2021",37.1,5.33045977,9,2021,150003,38,71,251,
"10676","9/18/2021",37.1,5.33045977,9,2021,150003,37,215,108,
"11637","9/1/2021",37.1,5.33045977,9,2021,150003,79,233,48,
"20035","11/6/2021",37.1,5.33045977,11,2021,150003,172,1,187,
"9170","9/19/2021",37.1,5.33045977,9,2021,150003,257,9,94,
"24364","9/13/2021",37.1,5.33045977,9,2021,150003,3,122,235,
"98824","9/4/2021",37.1,5.33045977,9,2021,150003,1,173,186,
"14830","9/3/2021",37.1,5.33045977,9,2021,150003,15,195,150,
"970093","9/24/2021",37.1,5.33045977,9,2021,150003,20,3,337,
"970093","9/24/2021",18.55,2.665229885,9,2021,150003,20,3,337,
"25239","9/12/2021",37.1,5.33045977,9,2021,150003,104,20,236,
"39193","9/9/2021",37.1,5.33045977,9,2021,150003,34,50,276,PLAN DE REGULARIZACION C
"4748","9/15/2017",37.1,5.33045977,9,2017,150003,81,279,0,
"15338","9/17/2021",37.1,5.33045977,9,2021,150003,197,11,152,
"14949","9/8/2021",37.1,5.33045977,9,2021,150003,14,191,155,
"19771","9/26/2021",37.1,5.33045977,9,2021,150003,13,150,197,
"42899","9/2/2021",37.1,5.33045977,9,2021,150003,16,80,264,PLAN DE REGULARIZACION B
"24158","9/2/2021",37.1,5.33045977,9,2021,150003,54,124,182,
"47022","9/3/2021",37.1,5.33045977,9,2021,150003,15,6,339,
"32997","9/19/2021",37.1,5.33045977,9,2021,150003,48,22,290,PLAN DE REGULARIZACION B
"47010","9/2/2021",37.1,5.33045977,9,2021,150003,4,6,350,
"15557","9/19/2021",37.1,5.33045977,9,2021,150003,16,185,159,
"47519","9/18/2021",37.1,5.33045977,9,2021,150003,1,4,355,PLAN DE REGULARIZACION A
"10873","9/3/2021",37.1,5.33045977,9,2021,150003,177,66,117,
"32132","9/18/2021",37.1,5.33045977,9,2021,150003,21,60,279,
"44113","9/13/2021",37.1,5.33045977,9,2021,150003,6,48,306,PLAN DE REGULARIZACION B
"48305","11/5/2021",37.1,5.33045977,11,2021,150003,3,2,355,
"23211","9/27/2021",37.1,5.33045977,9,2021,150003,5,132,223,
"7398","9/12/2021",37.1,5.33045977,9,2021,150003,132,215,13,
"38310","9/23/2021",37.1,5.33045977,9,2021,150003,20,35,305,
"22635","9/20/2021",37.1,5.33045977,9,2021,150003,0,158,202,
"26177","9/2/2021",37.1,5.33045977,9,2021,150003,90,22,248,
"36076","9/20/2021",37.1,5.33045977,9,2021,150003,4,54,302,
"2333","9/25/1993",37.1,5.33045977,9,1993,150003,198,162,0,
"8196","9/11/2020",37.1,5.33045977,9,2020,150003,132,141,87,PLAN DE REGULARIZACION B
"1226","9/29/2002",37.1,5.33045977,9,2002,150003,341,19,0,PLAN DE REGULARIZACION B
"31542","9/7/2021",37.1,5.33045977,9,2021,150003,41,76,243,
"26152","9/7/2021",37.1,5.33045977,9,2021,150003,9,108,243,
"20965","9/21/2021",37.1,5.33045977,9,2021,150003,43,124,193,
"30674","9/28/2021",37.1,5.33045977,9,2021,150003,13,72,275,
"5997","9/23/2021",37.1,5.33045977,9,2021,150003,237,123,0,
"18737","9/30/2021",37.1,5.33045977,9,2021,150003,81,167,112,
"19337","9/26/2021",37.1,5.33045977,9,2021,150003,4,165,191,
"43901","9/19/2021",37.1,5.33045977,9,2021,150003,3,22,335,
"10077","9/17/2021",37.1,5.33045977,9,2021,150003,231,33,96,
"11453","9/8/2021",37.1,5.33045977,9,2021,150003,49,215,96,
"9071","9/25/2021",37.1,5.33045977,9,2021,150003,227,35,98,
"2927","9/9/2011",37.1,5.33045977,9,2011,150003,162,198,0,
"17459","9/9/2021",37.1,5.33045977,9,2021,150003,8,179,173,
"10556","9/30/2021",37.1,5.33045977,9,2021,150003,107,149,104,
"33087","9/21/2021",37.1,5.33045977,9,2021,150003,54,22,284,
"20405","9/21/2021",37.1,5.33045977,9,2021,150003,33,129,198,
"15531","9/19/2021",37.1,5.33045977,9,2021,150003,42,159,159,
"45123","9/3/2021",37.1,5.33045977,9,2021,150003,8,13,339,
"25608","9/16/2021",37.1,5.33045977,9,2021,150003,20,113,227,
"47668","9/22/2021",37.1,5.33045977,9,2021,150003,4,4,352,
"100190","9/13/2021",37.1,5.33045977,9,2021,150003,1,6,353,PLAN DE REGULARIZACION A
"17117","9/8/2021",37.1,5.33045977,9,2021,150003,32,224,104,
"38670","9/11/2021",37.1,5.33045977,9,2021,150003,26,22,312,
"19289","9/6/2021",37.1,5.33045977,9,2021,150003,168,3,189,
"16857","9/17/2021",37.1,5.33045977,9,2021,150003,7,192,161,
"47837","9/14/2021",37.1,5.33045977,9,2021,150003,3,3,354,
"21764","9/15/2021",37.1,5.33045977,9,2021,150003,15,143,202,
"46173","9/12/2021",37.1,5.33045977,9,2021,150003,5,9,346,
"18741","9/25/2021",37.1,5.33045977,9,2021,150003,61,132,167,
"48521","11/1/2021",37.1,5.33045977,11,2021,150003,2,1,357,
"46390","9/23/2021",37.1,5.33045977,9,2021,150003,5,8,347,
"38419","9/13/2021",37.1,5.33045977,9,2021,150003,1,240,119,PLAN DE REGULARIZACION A
"13042","9/9/2021",37.1,5.33045977,9,2021,150003,0,221,139,
"32180","9/29/2021",37.1,5.33045977,9,2021,150003,4,71,285,PLAN DE REGULARIZACION B
"43617","9/9/2021",37.1,5.33045977,9,2021,150003,60,12,288,PLAN DE REGULARIZACION B
